usuarioId,restauranteId,fechaVisita,consumo,conReserva
U0095,R185,2023-03-08,566.09,false
U0095,R161,2022-07-23,503.26,true
U0095,R114,2020-03-27,293.2,true
U0095,R149,2022-07-13,655.8,false
U0095,R040,2021-07-02,223.79,false
U0095,R095,2019-10-31,726.63,true
U0095,R127,2020-01-07,394.54,true
U0095,R049,2022-03-12,417.89,true
U0096,R073,2019-02-13,282.62,true
U0096,R101,2022-11-08,505.87,true
U0096,R037,2019-05-28,369.8,false
U0096,R166,2021-04-04,125.18,true
U0096,R187,2023-03-17,655.99,true
U0096,R097,2021-02-25,65.54,true
U0096,R196,2023-08-28,533.36,true
U0096,R034,2020-05-23,627.59,false
U0096,R037,2024-04-06,520.54,true
U0096,R003,2024-05-15,643.75,false
U0096,R182,2019-06-24,201.74,false
U0097,R114,2023-07-29,172.36,false
U0097,R123,2019-11-13,232.86,false
U0097,R161,2022-01-18,142.31,true
U0097,R027,2022-01-20,272.55,false
U0097,R037,2019-01-03,734.13,true
U0097,R059,2021-05-24,339.04,false
U0097,R168,2020-08-10,219.41,false
U0097,R176,2023-12-16,586.14,true
U0097,R126,2019-12-14,793.08,true
U0097,R027,2024-05-12,766.89,false
U0098,R158,2020-11-14,138.76,true
U0098,R012,2022-05-23,163.33,false
U0099,R086,2022-05-13,186.02,false
U0099,R039,2024-01-04,550.46,false
U0099,R160,2023-08-02,265.25,true
U0099,R070,2024-02-20,424.44,false
U0099,R068,2023-07-19,730.24,true
U0099,R001,2023-10-31,749.82,true
U0099,R200,2022-09-05,159.94,true
U0099,R100,2021-07-03,591.01,false
U0099,R018,2019-08-20,483.38,false
U0100,R024,2020-10-23,796.08,true
U0100,R197,2021-02-27,314.46,false
U0100,R109,2021-09-12,570.07,false
U0101,R163,2020-11-13,153.67,true
U0101,R099,2021-05-07,462.0,false
U0101,R137,2022-01-03,666.05,false
U0101,R022,2022-04-04,586.19,true
U0101,R180,2019-06-28,226.39,true
U0101,R053,2023-10-09,62.87,false
U0101,R035,2024-03-01,132.62,false
U0101,R093,2023-10-05,687.0,true
U0101,R076,2021-07-31,158.11,false
U0101,R063,2020-03-07,670.87,true
U0102,R036,2019-08-29,771.54,true
U0102,R097,2023-02-10,69.76,false
U0102,R096,2019-04-21,576.05,true
U0102,R123,2023-09-12,495.44,true
U0102,R008,2019-10-28,323.93,true
U0102,R063,2019-06-07,59.36,false
U0102,R039,2023-04-17,186.82,true
U0102,R192,2021-12-16,573.92,false
U0102,R121,2021-04-22,591.92,false
U0102,R166,2022-11-24,59.91,true
U0102,R040,2019-05-03,710.87,true
U0102,R155,2023-03-19,180.19,true
U0103,R102,2023-09-02,367.72,false
U0104,R183,2023-08-26,243.54,false
U0104,R182,2020-04-10,367.75,true
U0104,R070,2019-07-08,441.13,true
U0104,R191,2020-03-09,350.3,true
U0104,R057,2021-03-14,187.77,true
U0104,R178,2021-08-17,408.06,false
U0104,R098,2019-12-04,91.0,false
U0104,R166,2021-05-18,196.05,true
U0104,R027,2019-06-09,322.03,false
U0105,R062,2020-07-31,172.07,true
U0106,R055,2022-05-07,58.23,false
U0106,R049,2022-02-03,201.29,true
U0107,R069,2019-06-24,782.5,true
U0107,R145,2023-06-07,412.86,true
U0107,R081,2019-07-10,757.63,true
U0107,R092,2023-03-20,261.8,false
U0108,R050,2020-10-06,613.88,false
U0108,R034,2022-12-10,556.01,false
U0108,R105,2024-01-11,606.09,true
U0108,R129,2023-07-12,631.3,true
U0108,R151,2023-06-19,336.58,true
U0108,R075,2019-11-27,163.65,false
U0108,R021,2023-12-18,519.46,true
U0108,R056,2023-07-12,561.09,true
U0108,R197,2023-01-11,170.79,false
U0109,R034,2020-11-25,268.13,false
U0109,R011,2023-12-30,584.57,false
U0109,R062,2020-03-03,797.76,true
U0109,R040,2022-03-07,520.84,false
U0109,R025,2023-07-07,61.21,false
U0109,R141,2023-11-12,776.71,true
U0109,R128,2019-07-12,391.11,true
U0109,R076,2019-11-27,101.12,false
U0110,R023,2019-05-26,184.39,false
U0110,R067,2021-08-27,783.86,false
U0110,R167,2024-03-07,155.34,true
U0110,R146,2021-09-26,79.69,false
U0110,R103,2021-04-17,692.75,true
U0110,R113,2021-01-21,434.36,false
U0111,R022,2022-10-29,359.9,false
U0111,R068,2023-12-02,706.65,true
U0111,R159,2022-08-11,92.79,true
U0111,R180,2023-08-09,470.6,true
U0111,R027,2020-08-18,331.87,false
U0111,R019,2020-04-01,341.17,false
U0112,R024,2020-12-15,399.41,false
U0112,R028,2019-06-25,185.21,true
U0112,R102,2023-04-23,374.84,false
U0112,R085,2019-05-13,287.96,false
U0112,R055,2022-12-09,605.96,true
U0112,R072,2021-07-19,78.71,true
U0112,R121,2019-10-26,530.16,false
U0112,R146,2019-03-06,790.86,false
U0112,R016,2024-04-01,656.4,false
U0112,R122,2020-03-13,90.56,true
U0112,R195,2022-11-01,367.19,false
U0113,R046,2019-06-21,156.3,false
U0113,R104,2019-06-17,273.75,false
U0113,R108,2021-12-10,210.58,false
U0113,R048,2023-08-28,90.31,false
U0113,R088,2024-05-26,614.88,true
U0113,R051,2020-12-16,756.46,false
U0113,R122,2022-01-01,566.62,true
U0113,R179,2021-06-13,316.02,false
U0113,R003,2022-02-22,637.3,true
U0113,R020,2023-01-20,550.97,true
U0113,R083,2022-09-22,789.78,false
U0114,R039,2024-01-11,393.99,true
U0115,R082,2019-08-21,644.01,false
U0115,R068,2021-12-02,591.71,false
U0115,R033,2022-07-23,387.0,true
U0115,R010,2020-03-23,609.28,true
U0115,R108,2022-11-27,459.56,true
U0115,R154,2021-02-12,212.1,true
U0115,R049,2022-10-23,482.63,true
U0115,R095,2023-07-25,322.85,false
U0116,R129,2023-08-05,700.82,false
U0116,R167,2021-07-22,360.54,false
U0116,R091,2023-08-24,456.85,false
U0116,R030,2024-03-12,181.86,false
U0116,R096,2019-12-29,464.57,true
U0117,R112,2021-02-20,263.77,false
U0117,R163,2020-08-03,576.57,true
U0117,R023,2023-07-09,677.93,true
U0117,R167,2019-02-03,512.2,false
U0117,R027,2021-10-13,612.46,true
U0117,R163,2021-06-28,427.52,true
U0117,R171,2020-08-16,688.78,true
U0117,R058,2023-05-11,390.97,false
U0117,R030,2020-02-05,692.26,true
U0118,R119,2021-04-25,731.0,false
U0118,R002,2024-04-08,330.98,true
U0118,R130,2020-08-03,250.71,false
U0118,R079,2023-09-14,727.0,false
U0118,R173,2020-05-09,53.12,false
U0118,R009,2019-02-01,69.69,false
U0119,R190,2022-05-13,288.1,true
U0119,R147,2021-05-30,231.37,false
U0119,R050,2022-06-16,533.33,true
U0119,R148,2021-05-28,146.65,false
U0119,R187,2019-12-22,352.34,false
U0119,R133,2019-11-21,378.05,true
U0119,R182,2023-06-29,144.75,true
U0119,R162,2022-03-27,638.21,false
U0119,R142,2019-11-22,761.53,true
U0120,R024,2019-02-22,378.07,true
U0120,R008,2022-06-19,580.68,true
U0121,R098,2019-02-21,606.75,true
U0121,R117,2022-07-23,523.63,false
U0121,R048,2020-05-05,539.39,true
U0121,R077,2020-02-01,451.56,true
U0121,R186,2023-05-17,655.32,false
U0121,R198,2020-06-17,544.44,false
U0121,R022,2024-03-29,157.83,true
U0121,R164,2022-04-01,700.2,true
U0121,R118,2024-03-13,496.92,true
U0121,R037,2020-08-01,246.5,true
U0122,R020,2021-10-09,683.47,true
U0122,R101,2019-07-26,418.28,true
U0123,R019,2021-09-23,769.41,true
U0123,R054,2022-11-08,364.93,false
U0123,R163,2024-02-04,388.16,true
U0123,R047,2020-09-03,57.61,true
U0123,R169,2022-03-07,523.41,true
U0123,R031,2020-12-03,795.3,false
U0123,R158,2022-05-13,459.86,true
U0124,R190,2020-06-05,744.94,true
U0124,R156,2019-03-02,451.97,true
U0124,R056,2023-11-11,323.67,true
U0124,R008,2020-11-01,153.92,true
U0124,R187,2022-11-17,754.89,false
U0124,R071,2021-09-13,199.43,true
U0124,R090,2022-12-21,463.62,false
U0124,R120,2023-03-07,656.76,false
U0124,R132,2024-04-22,349.96,true
U0125,R045,2020-02-10,565.29,false
U0125,R101,2019-07-30,487.74,false
U0125,R043,2023-06-15,204.37,false
U0125,R111,2023-12-14,384.62,false
U0125,R082,2022-06-29,130.67,false
U0126,R052,2022-03-07,314.69,true
U0126,R116,2019-12-09,717.09,false
U0126,R151,2021-04-19,270.11,false
U0126,R102,2019-03-03,135.99,false
U0126,R110,2023-06-08,189.44,true
U0126,R019,2020-03-16,542.72,false
U0126,R038,2023-05-16,285.84,true
U0127,R177,2019-01-23,587.6,true
U0127,R120,2022-03-08,646.43,true
U0127,R144,2019-05-16,339.19,true
U0127,R135,2020-03-21,127.19,false
U0127,R184,2022-05-29,759.7,true
U0127,R147,2024-01-03,534.7,false
U0128,R082,2020-02-10,197.84,false
U0128,R128,2019-04-06,792.69,false
U0128,R031,2019-09-12,389.59,false
U0128,R152,2021-02-23,227.32,true
U0128,R073,2019-02-06,532.75,true
U0128,R119,2020-08-05,148.29,false
U0129,R137,2024-02-24,445.64,false
U0130,R005,2019-05-23,402.42,false
U0130,R186,2020-09-08,256.01,false
U0130,R103,2019-06-13,467.34,false
U0130,R127,2022-06-08,85.3,false
U0130,R179,2021-07-19,420.0,true
U0130,R096,2024-04-04,513.48,true
U0130,R058,2019-04-08,669.09,true
U0130,R027,2020-10-23,696.04,false
U0130,R058,2019-12-15,116.01,false
U0130,R138,2019-01-11,750.58,true
U0130,R067,2023-12-15,638.71,true
U0131,R078,2019-06-03,247.8,false
U0132,R179,2019-12-15,743.64,false
U0132,R031,2019-09-16,289.5,true
U0132,R193,2022-04-11,715.85,false
U0132,R164,2021-07-04,551.18,true
U0132,R148,2021-09-05,545.95,false
U0133,R198,2023-02-05,412.03,true
U0133,R068,2023-04-19,272.18,true
U0133,R091,2022-02-17,676.66,true
U0133,R169,2022-08-18,601.45,true
U0133,R178,2019-06-09,106.36,false
U0133,R016,2020-03-11,59.85,true
U0134,R099,2020-01-20,415.73,false
U0134,R054,2023-07-26,492.89,false
U0134,R195,2024-04-18,283.87,false
U0134,R168,2019-11-12,685.86,true
U0134,R034,2020-03-24,737.52,false
U0134,R116,2023-11-13,515.36,true
U0134,R200,2021-03-30,190.97,false
U0134,R109,2019-12-03,564.7,true
U0135,R119,2023-11-30,130.38,true
U0135,R062,2019-02-03,720.57,true
U0135,R069,2019-02-28,407.18,false
U0136,R068,2019-08-31,745.2,true
U0136,R091,2021-06-02,209.05,false
U0136,R129,2021-06-01,430.95,true
U0136,R113,2020-07-12,327.34,true
U0136,R167,2021-02-22,599.0,false
U0136,R050,2020-08-25,192.09,true
U0137,R071,2021-12-20,505.59,false
U0137,R028,2022-10-27,87.4,true
U0137,R029,2020-03-25,136.39,true
U0137,R148,2020-06-29,229.08,true
U0137,R071,2020-04-08,711.95,false
U0137,R101,2021-03-15,125.98,false
U0137,R127,2020-02-26,178.27,true
U0137,R089,2022-07-28,265.99,false
U0137,R188,2019-01-07,120.68,false
U0137,R190,2020-09-17,689.42,true
U0138,R081,2022-10-27,102.09,true
U0138,R086,2024-01-17,391.41,true
U0138,R171,2021-08-29,370.94,true
U0139,R068,2023-12-10,107.73,true
U0139,R153,2020-12-22,777.16,true
U0139,R126,2023-11-24,235.63,true
U0140,R005,2022-03-07,560.03,false
U0141,R135,2021-10-27,175.48,true
U0141,R199,2019-07-12,124.99,false
U0141,R116,2021-10-01,601.11,false
U0141,R170,2021-09-23,240.15,false
U0142,R091,2020-09-08,582.62,false
U0143,R070,2022-11-05,439.48,true
U0143,R038,2021-04-20,692.2,true
U0144,R128,2019-03-05,233.28,false
U0144,R093,2020-02-27,608.27,true
U0144,R097,2022-08-01,130.95,false
U0144,R161,2022-10-22,458.69,false
U0144,R135,2019-12-25,248.98,false
U0144,R085,2021-03-11,491.86,false
U0145,R049,2019-03-26,484.64,false
U0145,R157,2019-09-09,375.09,false
U0145,R146,2023-06-12,644.26,false
U0145,R029,2019-01-18,424.2,true
U0145,R120,2022-10-26,162.67,false
U0146,R143,2022-09-22,171.96,false
U0146,R074,2019-05-13,649.84,true
U0146,R117,2019-03-25,212.99,true
U0146,R014,2021-09-27,279.37,false
U0146,R091,2022-09-14,675.58,true
U0146,R065,2019-10-10,312.66,false
U0146,R129,2022-09-24,768.89,true
U0146,R023,2022-12-31,253.0,true
U0146,R111,2022-04-13,738.69,false
U0146,R057,2019-03-07,404.88,false
U0147,R174,2022-07-28,339.68,false
U0147,R026,2024-01-03,245.95,false
U0147,R153,2020-09-28,179.98,false
U0147,R174,2023-11-29,291.86,true
U0148,R197,2020-02-13,237.52,false
U0148,R142,2020-02-13,275.8,true
U0148,R077,2022-03-06,745.34,false
U0148,R140,2020-01-11,331.97,false
U0148,R025,2019-10-11,444.93,false
U0148,R129,2024-03-29,563.87,false
U0148,R120,2020-12-26,370.75,false
U0148,R106,2021-08-02,70.75,true
U0148,R197,2021-05-12,116.32,true
U0148,R158,2024-02-01,276.79,true
U0148,R149,2021-11-14,329.83,false
U0149,R194,2023-09-27,344.49,false
U0150,R002,2021-08-05,655.61,false
U0150,R014,2019-06-23,91.02,true
U0150,R086,2022-05-02,123.05,false
U0150,R145,2021-09-13,567.94,true
U0150,R032,2023-02-25,488.46,true
U0150,R180,2020-02-24,437.2,false
U0150,R035,2020-04-02,721.29,true
U0150,R078,2022-07-10,283.17,true
U0150,R125,2022-07-01,565.83,true
U0150,R018,2019-01-01,164.77,true
U0150,R134,2019-07-18,235.4,true
U0151,R007,2023-09-02,429.35,false
U0151,R015,2024-03-11,141.36,false
U0151,R124,2020-01-12,665.2,false
U0151,R157,2022-10-27,379.35,true
U0151,R111,2019-10-27,527.15,true
U0151,R037,2023-08-04,608.45,true
U0151,R044,2021-11-13,606.25,true
U0151,R122,2021-09-10,267.53,true
U0152,R127,2021-01-22,550.77,false
U0152,R099,2022-11-29,649.89,false
U0152,R107,2023-07-25,368.62,true
U0152,R073,2021-07-25,140.09,false
U0152,R003,2022-04-03,277.07,false
U0152,R011,2024-02-03,730.29,true
U0152,R120,2023-12-13,592.3,false
U0152,R003,2019-11-21,318.31,true
U0152,R090,2024-01-23,579.67,false
U0152,R132,2019-05-09,180.87,true
U0153,R168,2023-01-12,472.36,false
U0153,R184,2023-10-25,640.02,false
U0153,R196,2022-09-10,277.2,false
U0153,R018,2024-02-20,679.49,false
U0153,R097,2024-05-25,403.81,true
U0153,R148,2022-12-22,745.56,false
U0154,R179,2020-10-25,491.64,false
U0154,R150,2022-06-18,672.41,true
U0154,R012,2019-03-02,689.02,true
U0155,R025,2022-09-24,129.67,false
U0155,R083,2023-04-06,223.65,true
U0155,R027,2024-01-17,710.57,false
U0155,R194,2021-05-10,741.78,true
U0156,R065,2019-08-23,78.06,true
U0156,R114,2023-04-13,330.74,true
U0156,R045,2020-10-19,130.75,false
U0156,R097,2019-09-30,791.65,true
U0156,R051,2020-06-01,418.33,false
U0156,R058,2020-02-17,606.62,false
U0156,R136,2023-07-15,642.5,true
U0156,R150,2019-02-19,521.84,true
U0156,R053,2019-03-10,657.51,true
U0156,R093,2023-05-05,356.02,true
U0157,R048,2022-10-29,597.48,false
U0157,R049,2023-09-01,205.61,false
U0157,R129,2020-12-22,317.36,true
U0157,R018,2021-06-17,370.63,false
U0157,R019,2022-03-11,108.61,false
U0157,R026,2019-08-30,424.03,true
U0158,R139,2020-11-08,66.91,false
U0158,R065,2021-03-10,577.45,true
U0158,R041,2020-08-12,106.08,true
U0158,R133,2024-03-23,508.44,false
U0158,R103,2022-06-20,92.49,true
U0158,R150,2021-08-22,752.7,false
U0158,R168,2019-03-03,74.21,false
U0158,R067,2020-02-15,300.91,true
U0158,R036,2020-02-23,460.32,false
U0158,R194,2022-09-20,734.24,true
U0159,R127,2019-05-30,654.25,true
U0159,R089,2019-05-25,762.43,true
U0159,R142,2021-09-07,759.95,false
U0159,R186,2019-03-27,128.05,false
U0160,R058,2022-08-24,312.69,false
U0160,R078,2023-05-20,687.38,true
U0160,R006,2024-03-22,91.52,true
U0160,R137,2022-05-30,695.22,true
U0160,R142,2021-09-14,89.11,false
U0160,R179,2019-09-14,372.29,false
U0160,R141,2019-10-10,136.69,true
U0160,R158,2024-01-25,325.78,true
U0160,R088,2021-06-13,738.55,true
U0161,R024,2022-04-20,57.54,false
U0161,R192,2023-03-22,716.25,true
U0161,R004,2023-11-24,589.87,true
U0161,R020,2019-04-27,145.04,true
U0162,R012,2020-10-05,312.25,true
U0162,R075,2019-09-23,504.59,false
U0162,R169,2019-09-08,542.44,true
U0162,R065,2024-04-05,457.73,false
U0162,R181,2023-02-14,660.07,true
U0163,R183,2020-09-11,756.07,false
U0163,R168,2020-05-15,445.13,false
U0163,R082,2022-11-30,456.06,true
U0163,R014,2020-12-10,725.32,false
U0163,R072,2019-06-10,202.67,true
U0163,R134,2020-04-17,278.7,true
U0163,R032,2021-02-01,593.68,true
U0163,R010,2020-04-26,573.76,false
U0164,R006,2021-10-18,677.24,false
U0164,R072,2022-04-19,338.13,true
U0165,R072,2023-10-17,507.31,false
U0166,R098,2021-02-26,383.01,true
U0167,R098,2020-01-13,544.94,true
U0167,R170,2020-09-16,73.48,false
U0167,R007,2024-02-07,506.55,false
U0167,R068,2023-07-18,614.99,true
U0168,R088,2023-01-26,671.93,false
U0169,R187,2024-03-16,601.56,true
U0169,R028,2022-02-07,341.08,false
U0169,R137,2021-08-07,367.88,false
U0169,R042,2024-05-20,335.97,true
U0169,R034,2024-02-02,61.39,false
U0169,R022,2020-05-26,628.5,false
U0169,R087,2022-03-15,345.95,false
U0170,R069,2022-09-12,237.88,true
U0170,R032,2020-09-20,476.33,false
U0170,R068,2023-10-02,184.09,false
U0170,R005,2021-06-19,56.65,true
U0170,R092,2021-09-10,528.31,true
U0170,R105,2019-04-30,484.68,true
U0171,R157,2022-02-03,285.52,true
U0171,R113,2020-01-04,243.51,false
U0171,R067,2023-11-15,421.2,true
U0171,R162,2019-12-24,160.18,true
U0171,R060,2019-08-23,540.95,true
U0172,R130,2023-10-29,380.23,false
U0172,R011,2022-02-07,588.02,true
U0172,R183,2020-06-14,781.46,true
U0172,R174,2023-09-27,693.12,false
U0172,R139,2023-01-11,83.55,true
U0172,R090,2019-08-12,108.11,false
U0172,R029,2021-11-12,108.09,true
U0172,R084,2022-03-14,328.52,false
U0172,R019,2022-08-07,369.86,false
U0172,R037,2019-02-20,294.91,false
U0172,R086,2021-04-15,723.04,false
U0173,R076,2022-06-27,73.37,false
U0173,R012,2020-08-18,747.73,true
U0173,R028,2022-06-01,208.61,false
U0173,R131,2023-01-05,635.66,false
U0173,R056,2021-02-14,673.05,true
U0173,R169,2023-01-27,162.56,true
U0173,R020,2024-05-17,751.64,true
U0173,R145,2021-10-28,798.36,false
U0174,R188,2019-09-06,685.7,true
U0174,R156,2021-08-25,544.4,false
U0174,R082,2020-07-05,196.27,false
U0174,R063,2020-11-04,232.31,false
U0174,R060,2021-07-22,286.11,true
U0174,R178,2020-05-08,383.76,false
U0174,R093,2019-06-13,313.99,true
U0174,R093,2022-08-31,413.12,true
U0174,R115,2023-05-30,364.14,true
U0175,R063,2023-05-10,731.95,true
U0175,R156,2020-06-17,646.89,false
U0175,R081,2019-08-30,111.13,false
U0175,R130,2019-10-31,482.01,true
U0175,R047,2023-11-30,390.55,true
U0175,R031,2021-05-07,247.53,false
U0175,R191,2019-07-26,144.8,true
U0175,R111,2019-02-19,567.53,true
U0175,R034,2021-11-20,700.16,false
U0176,R091,2019-09-19,351.74,true
U0176,R183,2020-08-23,139.27,false
U0176,R152,2022-05-31,512.47,true
U0176,R019,2023-02-21,740.54,false
U0176,R105,2022-07-15,387.32,false
U0176,R075,2023-04-01,407.83,true
U0176,R188,2020-01-11,592.78,true
U0177,R002,2022-04-30,494.79,false
U0177,R098,2020-10-18,378.94,false
U0177,R198,2019-07-18,224.2,false
U0178,R013,2022-03-01,438.26,false
U0178,R074,2020-10-23,338.05,true
U0178,R037,2019-03-27,660.49,true
U0178,R111,2021-11-29,258.69,false
U0178,R026,2020-12-12,263.59,true
U0178,R074,2020-07-14,414.98,true
U0179,R074,2024-04-07,738.27,true
U0179,R060,2022-09-26,258.97,true
U0179,R053,2022-02-04,679.09,true
U0180,R154,2024-01-23,79.81,true
U0181,R126,2023-09-01,666.8,false
U0182,R073,2024-04-12,760.91,false
U0182,R188,2021-06-30,440.67,false
U0182,R076,2024-02-24,132.21,true
U0182,R114,2023-12-26,374.2,false
U0183,R036,2020-07-24,598.73,true
U0183,R091,2023-07-04,109.3,true
U0184,R020,2020-10-31,167.55,false
U0184,R071,2021-07-17,522.97,true
U0184,R181,2022-11-09,286.11,true
U0184,R111,2019-07-25,749.28,false
U0184,R049,2023-09-20,468.63,true
U0184,R163,2022-07-08,55.98,true
U0184,R151,2021-02-09,704.09,true
U0184,R173,2020-02-05,248.96,true
U0184,R125,2023-07-25,190.33,false
U0184,R073,2019-09-27,198.93,true
U0184,R133,2023-10-22,592.46,true
U0184,R001,2021-06-08,100.45,true
U0185,R046,2019-03-21,363.62,false
U0185,R158,2021-02-17,523.27,true
U0185,R164,2020-12-15,413.17,true
U0185,R077,2023-09-18,223.92,false
U0185,R172,2021-09-20,417.67,false
U0185,R154,2021-01-01,457.56,false
U0185,R025,2020-03-24,134.28,false
U0185,R108,2021-07-04,294.05,false
U0185,R030,2019-12-27,398.55,false
U0185,R170,2019-08-21,310.68,false
U0185,R181,2019-09-20,630.26,false
U0185,R126,2022-05-15,359.0,true
U0186,R075,2020-07-02,430.62,false
U0187,R144,2023-04-30,292.39,false
U0188,R101,2023-07-15,381.46,false
U0188,R067,2024-02-12,90.98,false
U0188,R187,2020-03-24,304.88,true
U0188,R079,2021-07-05,357.36,true
U0188,R138,2020-02-27,634.66,true
U0188,R158,2022-06-04,297.26,true
U0188,R185,2019-02-13,651.81,true
U0189,R086,2024-02-12,314.53,true
U0189,R168,2019-04-11,438.99,false
U0189,R138,2020-02-11,788.91,false
U0189,R184,2020-04-14,267.64,true
U0189,R096,2020-11-09,360.05,true
U0189,R004,2019-03-15,684.11,true
U0189,R129,2021-03-25,643.51,true
U0189,R041,2020-08-02,276.1,true
U0189,R162,2023-05-01,566.05,true
U0189,R070,2023-03-16,142.73,false
U0189,R168,2021-03-31,148.39,false
U0189,R022,2019-06-06,105.42,false
U0190,R004,2023-03-01,672.69,true
U0191,R189,2022-04-19,644.47,true
U0191,R156,2023-10-26,284.14,false
U0192,R132,2023-03-03,67.57,false
U0192,R118,2020-02-20,124.76,false
U0192,R097,2020-08-19,372.15,true
U0192,R105,2022-02-22,258.92,false
U0192,R180,2021-12-28,429.95,false
U0192,R005,2021-10-14,595.67,false
U0192,R196,2022-01-24,585.93,false
U0193,R148,2019-02-20,348.01,true
U0193,R115,2021-01-27,407.6,true
U0193,R165,2020-09-28,299.33,true
U0193,R025,2022-02-22,176.94,false
U0194,R064,2019-06-21,156.0,false
U0194,R134,2023-01-20,679.74,true
U0194,R016,2023-04-21,420.06,false
U0194,R080,2023-02-25,303.4,true
U0194,R010,2020-10-20,566.75,false
U0194,R002,2020-07-03,567.8,false
U0194,R140,2021-10-20,284.76,true
U0194,R083,2021-08-02,581.65,true
U0194,R027,2021-05-21,574.44,false
U0194,R033,2023-03-31,60.22,true
U0195,R051,2021-06-15,702.31,true
U0195,R010,2023-12-19,368.14,true
U0195,R161,2023-07-03,443.44,true
U0196,R141,2021-05-06,349.55,false
U0196,R031,2021-06-10,796.81,false
U0196,R134,2020-10-22,511.33,false
U0196,R145,2022-08-24,174.46,false
U0196,R134,2022-11-03,203.35,false
U0196,R133,2022-05-23,238.43,false
U0196,R054,2024-04-01,297.63,true
U0196,R043,2021-12-09,586.31,false
U0196,R003,2020-10-12,362.23,true
U0196,R121,2019-05-18,794.98,true
U0196,R080,2022-12-07,190.76,true
U0196,R138,2021-07-28,298.28,true
U0197,R120,2022-05-02,167.34,false
U0197,R163,2022-02-19,712.51,false
U0197,R161,2019-01-29,745.91,false
U0197,R073,2023-08-08,733.63,false
U0197,R150,2023-02-02,279.31,false
U0197,R066,2022-02-23,455.76,true
U0197,R020,2022-04-28,164.32,true
U0197,R072,2020-01-01,247.2,true
U0197,R033,2023-06-21,441.74,false
U0197,R085,2022-03-24,628.98,false
U0198,R158,2022-10-01,731.92,true
U0198,R044,2019-01-06,637.52,true
U0198,R024,2024-03-18,652.52,true
U0198,R037,2019-12-04,406.6,true
U0198,R083,2019-06-09,721.97,true
U0198,R036,2021-11-13,655.43,false
U0198,R171,2021-08-24,295.32,true
U0198,R062,2022-02-21,344.93,false
U0198,R181,2021-08-29,316.24,false
U0198,R136,2019-06-10,712.46,true
U0198,R043,2024-04-20,525.33,false
U0198,R183,2019-10-20,679.91,false
U0199,R178,2023-06-04,237.9,true
U0199,R143,2024-01-17,376.56,false
U0199,R046,2019-02-21,699.6,false
U0199,R198,2022-10-04,309.49,false
U0199,R055,2022-06-17,469.85,true
U0199,R098,2021-02-05,184.25,true
U0199,R051,2021-06-24,320.74,true
U0199,R002,2022-04-15,282.79,true
U0200,R065,2021-10-26,741.17,false
U0200,R009,2022-08-18,256.21,false
U0200,R102,2019-03-31,796.8,false
U0200,R071,2022-07-04,92.92,true
U0200,R184,2024-03-14,403.11,false
U0200,R126,2019-12-22,405.09,true
U0201,R095,2019-03-01,509.69,true
U0202,R189,2019-12-29,703.18,true
U0202,R022,2021-05-09,675.55,true
U0202,R015,2021-06-27,528.11,true
U0202,R081,2019-07-19,693.42,false
U0202,R050,2022-09-03,510.5,true
U0202,R086,2023-09-11,553.99,false
U0202,R182,2019-12-13,729.29,false
U0202,R133,2019-01-30,755.41,false
U0202,R107,2023-09-12,550.79,true
U0202,R017,2020-01-31,668.79,true
U0202,R187,2020-06-30,112.98,false
U0202,R012,2020-07-18,506.4,false
U0203,R163,2023-03-10,681.59,true
U0203,R080,2020-07-14,470.42,true
U0203,R088,2021-08-12,476.13,true
U0204,R119,2019-06-30,137.2,true
U0204,R047,2023-02-03,114.81,false
U0204,R152,2022-07-07,774.32,true
U0204,R003,2020-03-21,528.46,false
U0204,R021,2023-12-02,593.21,true
U0204,R079,2023-09-11,560.67,true
U0204,R192,2023-03-28,603.58,false
U0204,R014,2021-02-15,579.44,true
U0204,R072,2019-10-15,473.78,false
U0204,R058,2023-09-07,191.18,true
U0205,R076,2020-06-15,573.17,false
U0205,R024,2021-09-30,316.36,false
U0205,R090,2023-05-01,531.37,false
U0206,R176,2023-08-31,177.86,false
U0206,R040,2022-01-06,476.53,false
U0206,R089,2022-08-16,658.18,false
U0206,R054,2020-12-01,574.74,false
U0206,R024,2021-11-17,630.06,false
U0206,R056,2021-08-15,245.63,true
U0206,R133,2022-09-10,523.34,false
U0206,R036,2021-08-14,490.12,false
U0206,R145,2021-02-12,543.73,true
U0206,R083,2022-12-07,128.46,false
U0206,R003,2019-11-22,366.06,false
U0207,R166,2024-01-24,125.16,false
U0207,R079,2019-11-30,400.13,true
U0207,R193,2019-02-14,379.26,false
U0207,R152,2022-03-25,570.87,false
U0207,R122,2023-09-05,232.69,false
U0207,R154,2020-11-22,411.92,false
U0208,R011,2024-03-17,708.07,true
U0208,R108,2021-05-22,630.55,false
U0208,R152,2019-02-28,173.02,true
U0208,R077,2023-12-21,497.64,true
U0208,R146,2023-03-20,154.66,false
U0209,R024,2020-09-25,644.65,true
U0210,R118,2021-03-21,174.01,true
U0210,R169,2019-10-30,200.3,true
U0210,R078,2020-09-21,110.28,true
U0210,R053,2021-06-13,117.63,true
U0210,R040,2022-11-03,466.51,false
U0210,R002,2021-09-04,169.5,true
U0211,R141,2022-11-07,345.54,true
U0211,R121,2022-09-30,332.22,false
U0211,R181,2020-05-12,622.29,true
U0211,R100,2019-09-21,288.77,true
